poi_id,name,category,address,phone,latitude,longitude,source
OSM0069,সাউথইস্ট ব্যাংক,bank,Satmasjid Road,,23.7476704,90.3706347,osm_live
OSM0070,Uttora Bank LImited,bank,,,23.7451697,90.3718981,osm_live
OSM0072,Al Hera Jame Mosque,place_of_worship,,,23.7371128,90.3714446,osm_live
OSM0073,Bitul Aman Jam Mosque,place_of_worship,,,23.7390685,90.3732138,osm_live
OSM0074,BM Laboratory School,school,,,23.7386807,90.3734295,osm_live
OSM0075,Darling Point Restaurant,restaurant,,,23.7388237,90.3741103,osm_live
OSM0076,ডাচ-বাংলা ব্যাংক,bank,,,23.7387747,90.3740278,osm_live
OSM0078,সোনালী ব্যাংক লিমিটেড,bank,,,23.7385398,90.3734562,osm_live
OSM0079,Baitun Nur Mosjid,place_of_worship,,,23.7385641,90.3744792,osm_live
OSM0080,Colony Mosque,place_of_worship,,,23.7380706,90.370843,osm_live
OSM0081,RFL Best Buy Jigatala,supermarket,,,23.738649,90.3708493,osm_live
OSM0082,Jahur Ali Manshion,marketplace,,,23.7383341,90.3727504,osm_live
OSM0083,B Type Mosque,place_of_worship,,,23.7388386,90.3714854,osm_live
OSM0084,B.M Laboratory School,school,,,23.7378337,90.3695731,osm_live
OSM0085,Baitul Moharram Jarye Mosque,place_of_worship,,,23.7374131,90.3685169,osm_live
OSM0086,Ciam School,school,,,23.7376263,90.3682239,osm_live
OSM0087,Europa International School,school,,,23.7379292,90.3693263,osm_live
OSM0088,MSF Occupational Health Clinic,clinic,,,23.7377383,90.3682255,osm_live
OSM0089,Ayesha Academy School,school,,,23.7378071,90.3703387,osm_live
OSM0090,Tannery Block Jame Mosque,place_of_worship,,,23.7361276,90.3690083,osm_live
OSM0091,Tahfizul Koran Hafezia Madrassa,place_of_worship,,,23.7399392,90.371221,osm_live
OSM0092,Holy Flower Model College,college,,,23.7402926,90.3707062,osm_live
OSM0093,Mollick preparatory school / Singing Academy,school,,,23.7401361,90.3708049,osm_live
OSM0094,Salec garden Bazar,marketplace,,,23.740354,90.3707843,osm_live
OSM0095,Amin Medical Center,doctors,,,23.7396232,90.3706222,osm_live
OSM0096,Community police post (DMP),police,,,23.7413027,90.3702404,osm_live
OSM0097,jigatola Gabtola mosjid,place_of_worship,,,23.7395709,90.3700084,osm_live
OSM0098,CBT Police Fari,police,,,23.7400748,90.3695979,osm_live
OSM0099,Moneshwar Government Primary School,school,,,23.7390731,90.368012,osm_live
OSM0100,Sufia Zinan International School,school,,,23.740808,90.3667561,osm_live
OSM0101,Sher-e-Bangla Road Jame Masjid,place_of_worship,,,23.7400645,90.3671863,osm_live
OSM0102,Sobuz Shakha Kindergarten,kindergarten,,,23.7403182,90.3667689,osm_live
OSM0103,Masjide Baitul Mamur,place_of_worship,,,23.7405529,90.3654201,osm_live
OSM0104,Dominus Pizza,restaurant,,,23.7383716,90.3776432,osm_live
OSM0105,Eastern University,university,"House 26, Road 5",,23.74247,90.3806433,osm_live
OSM0106,Gallery Apex,shoes,"42, Satmasjid Road",01786666555,23.7386565,90.3755148,osm_live
OSM0107,Ibn Sina Consultation & Diagonastic Center,doctors,"58, Road 2/A",,23.7391347,90.3759437,osm_live
OSM0108,Bata Showroom,shoes,,,23.739072,90.3752341,osm_live
OSM0109,Japan Bangladesh Friendship Hospital,hospital,,,23.7395453,90.3750454,osm_live
OSM0110,Baburchi,restaurant,,,23.7402637,90.3747148,osm_live
OSM0111,Hi Fi Fashion Gallery,furniture,,,23.7398861,90.3748859,osm_live
OSM0112,Korai Gost,restaurant,,,23.7403124,90.374699,osm_live
OSM0113,"University Of Liberal Arts Bangladesh(ULAB), Campus A",university,"House: 56, Road 4A",,23.740877,90.3743611,osm_live
OSM0118,Teacher's Training College,college,,,23.7362583,90.3829917,osm_live
OSM0119,Dhanmondi Pharmacy,pharmacy,,,23.7384915,90.3832838,osm_live
OSM0123,Bhuiya Adorsho High School,school,,,23.7390812,90.3670934,osm_live
OSM0124,Eran Laboratory School,school,,,23.7391873,90.3662128,osm_live
OSM0125,Future Generation International School,school,,,23.7395866,90.3674984,osm_live
OSM0126,Ikra International School and College,school,,,23.7392441,90.366598,osm_live
OSM0127,Tennary Mor Shahi Masjid,place_of_worship,,,23.7392074,90.3675287,osm_live
OSM0128,সোনালী ব্যাংক,bank,,,23.7391412,90.3673085,osm_live
OSM0129,Tabin School,school,,,23.7396749,90.3654133,osm_live
OSM0130,Abacus,restaurant,,,23.7466113,90.3707916,osm_live
OSM0131,Bangladesh Research Institute for Integrated Medicine,college,,,23.7458888,90.3703707,osm_live
OSM0132,Broccolia,restaurant,,,23.7459215,90.371333,osm_live
OSM0133,Community Development Library,library,,,23.7456761,90.3704751,osm_live
OSM0134,ডাচ-বাংলা ব্যাংক লিমিটেড,bank,,,23.747339,90.3702971,osm_live
OSM0135,এক্সিম ব্যাংক,bank,,,23.7462719,90.3709919,osm_live
OSM0137,মিডল্যান্ড ব্যাংক,bank,,,23.7469494,90.3705803,osm_live
OSM0138,Naz-E-Noor Hospital,hospital,,,23.7458503,90.3703427,osm_live
OSM0141,Darul Guran Academy,school,,,23.7463244,90.3685188,osm_live
OSM0142,Donbash Jama Mosque,place_of_worship,,,23.745758,90.3669064,osm_live
OSM0143,Modhu Bazar Jama Mosque,place_of_worship,,,23.7462315,90.3684586,osm_live
OSM0144,Al-Madina Jama Mosque,place_of_worship,,,23.7477502,90.3661569,osm_live
OSM0145,Hatembag Jame Mosque,place_of_worship,"Hatembag Road, East Rayer Bazar",,23.7434786,90.3678874,osm_live
OSM0146,Holy Rose School and College,school,,,23.7451739,90.3690055,osm_live
OSM0147,জনতা ব্যাংক,bank,,,23.7439431,90.3681317,osm_live
OSM0148,Lotas National School,school,,,23.7463773,90.3654698,osm_live
OSM0149,Mohammadia Aliya Madrasha,school,,,23.7476275,90.3660364,osm_live
OSM0150,Razemosare National Primary School,school,,,23.7438709,90.366865,osm_live
OSM0151,Sinnomul Sonkary Prathomik Biddaloy School,school,,,23.7474894,90.3669514,osm_live
OSM0152,West Dhanmondi Ideal School,school,,,23.7437487,90.3677361,osm_live
OSM0154,Al Hossain Girls High School,school,,,23.7495132,90.3664484,osm_live
OSM0155,West Dhanmondi Yusuf High School,school,,,23.7493818,90.3663352,osm_live
OSM0156,Zigatola Model Government Primary School,school,,,23.7375494,90.3724231,osm_live
OSM0157,Mosjidul Takwa,place_of_worship,,,23.7376312,90.3721282,osm_live
OSM0158,Jigatola Community Center,community_centre,,,23.7378618,90.3719182,osm_live
OSM0159,Omar Faruk Ideal Academy,school,,,23.7376104,90.3650105,osm_live
OSM0160,Sowatowgor Shahi Mosque,place_of_worship,,,23.738578,90.3657013,osm_live
OSM0162,Royal Tannery Mosque,place_of_worship,,,23.7364919,90.3650002,osm_live
OSM0164,Safs London School and College,school,,,23.7502501,90.3677751,osm_live
OSM0165,School of Development (SODA),school,,,23.7501339,90.3677218,osm_live
OSM0167,প্রাইম ব্যাংক,atm,,,23.7442126,90.3723173,osm_live
OSM0169,Fakhruddin Convention Center,restaurant,"House 3, Road 3",+88029665238,23.7404416,90.3827683,osm_live
OSM0170,Pizza Hut Delivery,fast_food,"House 3, Road 3",+8809613-999666,23.7403891,90.3828138,osm_live
OSM0171,Shawarma House,restaurant,"3, Road 3",+8801766-090002,23.740149,90.382858,osm_live
OSM0173,Baskin Robbins,fast_food,,,23.7459754,90.3735659,osm_live
OSM0174,H2O Longe,bar,,,23.7435666,90.3735297,osm_live
OSM0175,Cocktails,cafe,Road 7A,,23.7439433,90.3745152,osm_live
OSM0176,ইসলামী ব্যাংক বাংলাদেশ লিমিটেড এটিএম,atm,Road 9A,,23.7451229,90.3722816,osm_live
OSM0177,Shampan,restaurant,,,23.7539573,90.371954,osm_live
OSM0178,Dutch- Bangla Bank Limited,bank,Satmasjid Road,,23.7449786,90.3725037,osm_live
OSM0179,Sky Chef,restaurant,,,23.7412738,90.3746361,osm_live
OSM0180,আল-আরাফাহ ইসলামী ব্যাংক লিমিটেড,bank,Shatmasjid Road,,23.7411854,90.3746522,osm_live
OSM0181,Jing Ling Restaurant,restaurant,,,23.7399769,90.3752594,osm_live
OSM0182,Cart Station,restaurant,,,23.7398721,90.3753122,osm_live
OSM0183,Kebab on 7,restaurant,,,23.7447886,90.3829633,osm_live
OSM0185,এবি ব্যাংক এটিএম বুথ,bank,,,23.74217,90.369098,osm_live
OSM0186,এবি ব্যাংক প্রশিক্ষণ একাডেমী,college,,,23.7419337,90.3693127,osm_live
OSM0187,Asia Pacific University,university,,,23.7411105,90.3741986,osm_live
OSM0188,Dutch Bomala Bank ATM Booth,bank,,,23.7416305,90.3698416,osm_live
OSM0189,Government Remeta Employee Hospital,hospital,,,23.7406532,90.3742506,osm_live
OSM0190,Radient Rose School,school,,,23.7420771,90.3694916,osm_live
OSM0192,Modina Mosque,place_of_worship,,,23.7360099,90.3661316,osm_live
OSM0193,Baitus-salam Zome Mosque,place_of_worship,,,23.7405801,90.3728173,osm_live
OSM0194,Baitut-lalele Zome Mosque,place_of_worship,,,23.7418403,90.3718135,osm_live
OSM0195,Hieare School,school,,,23.7416465,90.3731499,osm_live
OSM0196,Just International School,school,,,23.7436714,90.3700061,osm_live
OSM0197,Maszid-e-Ixbak-Noor,place_of_worship,,,23.7435151,90.3710088,osm_live
OSM0198,Shapla Academy,school,,,23.74205,90.3664694,osm_live
OSM0199,শ্রী কালী মন্দির,place_of_worship,,,23.7422391,90.3666769,osm_live
OSM0201,Redient Rose School,school,,,23.7445496,90.3712753,osm_live
OSM0202,Vertex Educare,school,,,23.7407744,90.370636,osm_live
OSM0203,জনতা ব্যাংক এটিএম,atm,Pantha Path,,23.7526046,90.3823845,osm_live
OSM0205,Plaza A.R.,supermarket,Road no.14 (new),,23.7548533,90.3757271,osm_live
OSM0206,Cash and Carry,department_store,,,23.7531355,90.3748078,osm_live
OSM0207,Keyari plaza,supermarket,"15, Road 15A",,23.7514053,90.3692543,osm_live
OSM0208,sugondha community center,restaurant,,,23.7414256,90.3732621,osm_live
OSM0209,Kaisar sweet shop,restaurant,Jigatola Post Office Road,,23.7387925,90.3742672,osm_live
OSM0210,NOIR,supermarket,,,23.7459932,90.37113,osm_live
OSM0211,Vikrampur Mistanno Bhandar,restaurant,"78, Satmasjid Road",,23.7519291,90.36723,osm_live
OSM0212,University Of Development Alternative,university,"80, Satmasjid Road",,23.7520204,90.3670992,osm_live
OSM0213,dynamic Food Court,cafe,,,23.7418414,90.3744891,osm_live
OSM0215,Bata,supermarket,,,23.7445688,90.3720565,osm_live
OSM0216,Cha Bar,cafe,,,23.7462156,90.3710188,osm_live
OSM0217,Hello Dhamondi,cafe,,,23.7446033,90.3720729,osm_live
OSM0218,Cafe Droom,cafe,,,23.7445525,90.3720632,osm_live
OSM0219,CP Fried Chicken,restaurant,,,23.74541,90.3716609,osm_live
OSM0220,Coopers,cafe,,,23.7465593,90.370823,osm_live
OSM0221,Nostalgic Cafe,restaurant,,,23.7469199,90.3705236,osm_live
OSM0222,Jaypur sweets,fast_food,,,23.7454493,90.3716448,osm_live
OSM0223,ন্যাশনাল ক্রেডিট কমার্স ব্যাংক লিমিটেড;Sadeeq Agro,bank;restaurant,"19-5/E, সাতমসজিদ রোড",,23.7455696,90.3714678,osm_live
OSM0224,Swarma KIng,restaurant,,,23.7453732,90.3716609,osm_live
OSM0225,The Lamp Cafe,restaurant,,,23.7459771,90.3710279,osm_live
OSM0226,Eden Multicare Hospital,hospital,,,23.7472931,90.3702313,osm_live
OSM0227,ন্যাশনাল ব্যাংক লিমিটেড,bank,,,23.7490804,90.3691557,osm_live
OSM0228,Gloria Jeans Coffee,cafe,"67 (New), Satmasjid Road",,23.7495419,90.3687507,osm_live
OSM0229,Clinic Cafe,restaurant,"67 (New), Satmasjid Road",,23.7495125,90.3687158,osm_live
OSM0230,Multiple Books Stores,books,,,23.7477584,90.3805143,osm_live
OSM0231,Delhi Darbar,restaurant,"67 (New), Satmasjid Road",,23.7495366,90.3687022,osm_live
OSM0232,Cricket Coaching School. (CCS),training,,,23.7493536,90.3701201,osm_live
OSM0233,Mama'r cha-er dokan.,cafe,Road 8A - Rayer Bazar Staff Quarter Road,,23.7439124,90.3688278,osm_live
OSM0234,Sunmoon Tailor,tailor,Mirpur Road,,23.7364257,90.3841595,osm_live
OSM0237,বেসিক ব্যাংক,bank,,,23.7409096,90.3749148,osm_live
OSM0238,Saima Pharmacy,pharmacy,"62, Road 4",,23.7405158,90.3738818,osm_live
OSM0239,Manna's photoshop,photo,,,23.7409717,90.3749138,osm_live
OSM0240,Fireflies,restaurant,,,23.7529227,90.3693385,osm_live
OSM0241,Al-amar,restaurant,,,23.7528686,90.3691937,osm_live
OSM0242,Crimson cup coffee shop,cafe,Road 27 (New 16),,23.7529055,90.3692795,osm_live
OSM0243,Farzana Shakil's,beauty,,,23.7532074,90.3695638,osm_live
OSM0244,TBC,restaurant,"1/5, Block D, Road No 7, Lalmatia",,23.7539177,90.3695975,osm_live
OSM0245,Infinity,clothes,,,23.7528074,90.369901,osm_live
OSM0246,Artisan,clothes,,,23.7528932,90.36925,osm_live
OSM0247,World University of Bangladesh,school,,,23.7421479,90.3837408,osm_live
OSM0248,Thames Square,arts_centre,,,23.7474758,90.3701757,osm_live
OSM0249,Chili's,restaurant,মিরপুর রোড,,23.7520734,90.377498,osm_live
OSM0250,Dining Room,restaurant,dhaka college campus path,,23.735115,90.3800085,osm_live
OSM0251,Arong,clothes,"H#4/A, Dhanmondi Road1",,23.7391289,90.3831359,osm_live
OSM0252,Sports World,yes,,,23.745032,90.381531,osm_live
OSM0253,ইস্টার্ন ব্যাংক পিএলসি,bank,"21, Road 8",16230,23.7453848,90.3813676,osm_live
OSM0254,ওয়ান ব্যাংক,bank,,,23.745433,90.3813419,osm_live
OSM0255,Royal Buffet,restaurant,,,23.7420318,90.3824364,osm_live
OSM0256,Almas General Store,general,,,23.7424848,90.3823192,osm_live
OSM0257,Lion Cycle,bicycle,,,23.7450707,90.3815213,osm_live
OSM0258,Modern Physiotherapy,hospital,"14/a, Dhanmondi Road 2",,23.7394982,90.3814159,osm_live
OSM0259,Kaisar Sweets,fast_food,P9QC+7XW,,23.7382264,90.3724955,osm_live
OSM0260,OHCL,hospital,"22/B, Dhanmondi Road 2",,23.7387316,90.3802694,osm_live
OSM0261,Anowara Medical Services,clinic,"22/A, Dhanmondi Road 2",,23.7387093,90.3801414,osm_live
OSM0262,Dutch Bangla Bank Ltd,bank,,,23.7455731,90.3821949,osm_live
OSM0265,Samad Tea Store,tea,NAEM Road,,23.7360343,90.3829532,osm_live
OSM0266,বিসিএসআইআর পূবালী ব্যাংক,bank,"M, মিরপুর রোড",,23.7394,90.3835953,osm_live
OSM0267,BCSIR Service and Sales Centre,yes,Mirpur Road,,23.7395651,90.3834867,osm_live
OSM0269,Shopno Super Shop,supermarket,"3/A, Road 4",,23.742078,90.3837378,osm_live
OSM0270,Standard Chartered,bank,,,23.7423309,90.38292,osm_live
OSM0271,Flora Ltd,hardware,,,23.7423172,90.3828811,osm_live
OSM0272,Lab Aid Pharma,pharmacy,,,23.7421663,90.3828349,osm_live
OSM0273,Boishaki Bangla Restora,restaurant,,,23.7415064,90.3831137,osm_live
OSM0274,Western Grill,restaurant,,,23.7414909,90.3829981,osm_live
OSM0275,Motojogot Center,doctors,,,23.7414725,90.383012,osm_live
OSM0276,Panaco,restaurant,,,23.7414993,90.383049,osm_live
OSM0278,Southest Bank Lrd,atm,,,23.741467,90.3834887,osm_live
OSM0279,ইবিএল৩৬৫,atm,"Plot 1,2, Road 4",,23.7413714,90.3834498,osm_live
OSM0280,Advanced Laser Cosmetic and Skin Care Center,clinic,,,23.7414038,90.3830215,osm_live
OSM0281,AB Bank Ltd,atm,,,23.7412694,90.3830516,osm_live
OSM0282,The Barber Shop,hairdresser,,,23.7502408,90.3670521,osm_live
OSM0283,Arabian Fast Food,fast_food,,,23.7423149,90.3823549,osm_live
OSM0284,Eric's Bistro cafe Gallery,cafe,,,23.7423726,90.3823536,osm_live
OSM0285,Hong Kong Herbal and Beauty Parlar,beauty,,,23.742434,90.3823428,osm_live
OSM0286,World University,university,,,23.742229,90.3823053,osm_live
OSM0287,ব্যাংক এশিয়া,bank,,,23.742229,90.3823898,osm_live
OSM0289,BFC,fast_food,,,23.7421664,90.3824032,osm_live
OSM0290,আইএফআইসি ব্যাংক,bank,,,23.7420866,90.3824257,osm_live
OSM0292,Oppo,mobile_phone,,,23.7418825,90.382518,osm_live
OSM0293,Manyavar Bangladesh,clothes,,,23.7416543,90.3824016,osm_live
OSM0299,Usha Silk,clothes,,,23.741458,90.3825754,osm_live
OSM0300,Poroma Publication,public_bookcase,,,23.7413959,90.3825862,osm_live
OSM0302,Prime Bank Ltd,bank,"26, Dhanmondi Road 3",,23.7412761,90.3826109,osm_live
OSM0303,Shahajalal Islami Bank Ltd,bank,"26, Dhanmondi Road 3",,23.7412296,90.3826263,osm_live
OSM0305,Symphony,mobile_phone,,,23.7402031,90.3828423,osm_live
OSM0306,Dr. Refayetullah Eye Care Center,clinic,,,23.7402722,90.3828392,osm_live
OSM0307,Camera Museum,photo,,,23.7401101,90.3828469,osm_live
OSM0308,S S Mart,supermarket,,,23.7403554,90.382776,osm_live
OSM0309,Islami Bank Bangladesh Ltd,bank,,,23.7358753,90.3842633,osm_live
OSM0310,Black Rose Tailors & Fabrics,tailor,,,23.7360297,90.3842555,osm_live
OSM0311,Concord,mall,Mirpur Road,,23.7408942,90.3832633,osm_live
OSM0312,Johny Print Sharee,clothes,"6, Mirpur Road",,23.7353961,90.3844058,osm_live
OSM0313,Mohon Chand Grand Son,confectionery,,,23.7357506,90.3842942,osm_live
OSM0314,Medona Dental Clinic,clinic,,,23.7357309,90.3843013,osm_live
OSM0315,Tangail Sharee Hut,clothes,"6, Mirpur Road",,23.7354166,90.3843991,osm_live
OSM0316,Axis,clothes,"6, Mirpur Road",,23.7353743,90.3844109,osm_live
OSM0317,Yellow,clothes,Dhanmondi Road 2A,,23.7389189,90.3807849,osm_live
OSM0319,Sun City Tailors,tailor,,,23.7356144,90.3843438,osm_live
OSM0320,Uttora Bank Ltd,bank,,,23.7355665,90.3843559,osm_live
OSM0321,mirpur rood sopin senter,clothes,,,23.7371628,90.3840392,osm_live
OSM0322,Masum Vai Confectionary,food,,,23.7350123,90.3849249,osm_live
OSM0324,Mithali store,clothes,Mirpur Road,,23.7350299,90.3845533,osm_live
OSM0326,Maya Video,video,,,23.7350052,90.3849101,osm_live
OSM0327,Ajmir Electronics,electronics,,,23.7350258,90.3849282,osm_live
OSM0329,Harun Pharmacy,pharmacy,,,23.7351311,90.3849583,osm_live
OSM0330,Medical Unit,medical_supply,,,23.7357182,90.3803367,osm_live
OSM0331,সোস্যাল ইসলামী ব্যাংক,bank,,,23.7351425,90.3849698,osm_live
OSM0332,Transfast Money Exchange,bureau_de_change,,,23.735155,90.3849831,osm_live
OSM0333,Bata,shoes,,,23.73517,90.3849983,osm_live
OSM0334,Haji decoration,interior_decoration,"34, Mirpur Road",,23.7378697,90.3838162,osm_live
OSM0335,আইসিবি ইসলামী ব্যাংক,bank,"33, Mirpur Road",,23.7374909,90.3839008,osm_live
OSM0337,জনতা ব্যাংক,bank,"28, Mirpur Road",,23.7366275,90.3841087,osm_live
OSM0340,Hotel Grand Glaxy pv Ltd,bar,"29, Mirpur Road",,23.7371544,90.3839951,osm_live
OSM0341,TTC Mosque,place_of_worship,TTC Street,,23.7369986,90.3822697,osm_live
OSM0342,ইবিএল,atm,,,23.737458,90.383926,osm_live
OSM0344,Macfy Money exchenge,bureau_de_change,,,23.7370754,90.3840377,osm_live
OSM0345,Sun City,tailor,"26/6, Mirpur Road",,23.736482,90.3843379,osm_live
OSM0348,rachona,clothes,,,23.7378406,90.3838209,osm_live
OSM0351,Photocopi,yes,"28, Mirpur Road",,23.7367731,90.3841036,osm_live
OSM0353,Dhaka shoej,yes,"28, Mirpur Road",,23.7369186,90.3841019,osm_live
OSM0354,Dress House,clothes,"25, Mirpur Road",,23.7364822,90.384148,osm_live
OSM0355,Cafeteria,cafe,"32/2, Mirpur Road",,23.7374807,90.3841774,osm_live
OSM0356,Bnglar Tat Mela,clothes,"6, Mirpur Road",,23.7351159,90.3844778,osm_live
OSM0357,Rajshahi Silk,clothes,"6, Mirpur Road",,23.7351399,90.3844745,osm_live
OSM0359,PERFECT,clothes,"6, Mirpur Road",,23.7351616,90.3844676,osm_live
OSM0360,PRIED,clothes,"6, Mirpur Road",,23.7351841,90.3844635,osm_live
OSM0361,Khan Fashion,clothes,"6, Mirpur Road",,23.735356,90.3844162,osm_live
OSM0363,Barnil Butics,clothes,"6, Mirpur Road",,23.7353165,90.3844366,osm_live
OSM0364,Ingight,clothes,"6, Mirpur Road",,23.7352957,90.3844336,osm_live
OSM0365,Dhakai Jamdani,clothes,"6, Mirpur Road",,23.7352079,90.3844583,osm_live
OSM0366,Bexi Fabrics,clothes,"6, Mirpur Road",,23.7352758,90.3844376,osm_live
OSM0371,Lagon,clothes,"6, Mirpur Road",,23.735916,90.3844588,osm_live
OSM0373,Jimdal Fashion,clothes,"26/1, Mirpur Road",,23.7364605,90.3841468,osm_live
OSM0374,N.ALI,clothes,"26/2, Mirpur Road",,23.7364434,90.384154,osm_live
OSM0375,ওয়ান ব্যাংক লিমিটেড,atm,,,23.7496906,90.3686942,osm_live
OSM0385,Academia,school,Road 9A,,23.7459545,90.3740852,osm_live
OSM0386,ধানমন্ডি টিউটোরিয়াল স্কুল,school,"House 14, Dhanmondi Road 8",,23.7457963,90.3836331,osm_live
OSM0387,Dental College Hostel,college,Mirpur Road,,23.7535736,90.3773025,osm_live
OSM0389,Megh,clothes,Mirpur Road,,23.752322,90.377293,osm_live
OSM0390,Anwar Khan Modern Medical College Hospital,hospital,"House no 17, Dhanmondi Road no 5",+88028614927,23.745296,90.3819718,osm_live
OSM0392,কমার্শিয়াল ব্যাংক অব সিলন,bank,,,23.7442496,90.3845334,osm_live
OSM0393,অগ্রনী ব্যাংক লিমিটেড,bank,,,23.7432508,90.3844677,osm_live
OSM0396,টেলিটক বাংলাদেশ লিমিটেড,mobile_phone,,,23.7402951,90.382789,osm_live
OSM0398,যমুনা ব্যাংক লিমিটেড,bank,,,23.743415,90.3822662,osm_live
OSM0399,1 to 99,gift,,,23.7531218,90.3785182,osm_live
OSM0402,Ahsania Taat ghor,clothes,"20, Road 7",,23.7455696,90.3849309,osm_live
OSM0411,Madchef,restaurant,,,23.744539,90.3720707,osm_live
OSM0412,Takeout,restaurant,,,23.7445882,90.3720443,osm_live
OSM0413,Gelato,restaurant,,,23.744525,90.372092,osm_live
